sex,diversity,legacy,SAT,GPA,extracurricular,TOEFL,AP,letterScore,subject,group,C_SAT,C_GPA,C_extracurricular,C_TOEFL,C_AP,C_letterScore,C_subject,admission
F,W,N,1164.262,2.32,4,71.506,13,0.833,3,FWN0000101,0,0,0,0,1,0,1,Y
M,W,N,1259.347,1.365,3,106.122,2,0.408,1,MWN0001000,0,0,0,1,0,0,0,N
M,O,N,979.81,2.379,4,70.451,5,0.074,4,MON0000001,0,0,0,0,0,0,1,Y
M,A,Y,818.921,2.028,9,70.722,23,0.501,1,MAY0010100,0,0,1,0,1,0,0,Y
M,O,N,827.495,3.792,9,48.798,3,0.616,2,MON0110000,0,1,1,0,0,0,0,Y
M,B,N,1054.649,2.987,8,91.34,2,0.723,4,MBN0010001,0,0,1,0,0,0,1,Y
M,W,N,1185.27,1.389,5,81.995,3,0.323,3,MWN0010001,0,0,1,0,0,0,1,Y
M,W,N,786.006,3.518,7,58.77,35,0.009,2,MWN0110100,0,1,1,0,1,0,0,N
M,A,N,561.506,1.349,9,61.704,3,0.303,1,MAN0010000,0,0,1,0,0,0,0,N
F,W,N,745.301,2.851,6,85.357,8,0.354,2,FWN0010100,0,0,1,0,1,0,0,Y
F,B,N,1047.786,3.283,0,82.871,2,0.891,3,FBN0100001,0,1,0,0,0,0,1,N
M,H,N,269.599,3.373,6,89.449,0,0.448,4,MHN0110001,0,1,1,0,0,0,1,Y
F,A,Y,988.58,1.941,4,72.567,9,0.12,0,FAY0000100,0,0,0,0,1,0,0,Y
M,W,N,1293.46,2.224,2,97.558,2,0.266,2,MWN0000000,0,0,0,0,0,0,0,Y
F,B,N,1443.612,2.612,4,94.353,5,0.89,3,FBN0000001,0,0,0,0,0,0,1,N
M,W,N,870.742,1.872,9,96.23,4,0.262,1,MWN0010000,0,0,1,0,0,0,0,Y
M,W,Y,850.103,2.588,3,74.793,1,0.897,1,MWY0000000,0,0,0,0,0,0,0,N
M,W,N,836.752,4.017,5,49.569,5,0.402,3,MWN0110001,0,1,1,0,0,0,1,Y
M,W,N,930.252,2.226,6,66.588,8,0.831,3,MWN0010101,0,0,1,0,1,0,1,Y
F,W,N,974.259,3.338,9,89.155,2,0.953,4,FWN0110011,0,1,1,0,0,1,1,Y
F,A,Y,1330.347,1.76,7,72.211,9,0.499,4,FAY0010101,0,0,1,0,1,0,1,Y
F,W,Y,1231.479,3.224,6,93.911,1,0.727,4,FWY0110001,0,1,1,0,0,0,1,Y
F,O,N,823.791,2.915,7,66.52,0,0.08,3,FON0010001,0,0,1,0,0,0,1,N
F,O,N,1440.379,2.859,8,75.445,6,0.595,2,FON0010000,0,0,1,0,0,0,0,Y
F,W,N,1552.231,2.365,8,75.953,2,0.688,0,FWN0010000,0,0,1,0,0,0,0,N
M,W,N,1040.935,1.908,2,60.762,0,0.212,0,MWN0000000,0,0,0,0,0,0,0,Y
F,W,N,1219.413,2.572,2,33.787,3,0.217,3,FWN0000001,0,0,0,0,0,0,1,Y
F,W,N,1502.768,2.752,3,91.085,4,0.39,4,FWN0000001,0,0,0,0,0,0,1,Y
F,A,N,928.205,3.467,7,67.766,1,0.635,0,FAN0110000,0,1,1,0,0,0,0,N
F,O,N,548.365,3.526,1,48.623,8,0.926,1,FON0100110,0,1,0,0,1,1,0,Y
M,W,N,1356.939,3.079,0,84.585,3,0.753,0,MWN0100000,0,1,0,0,0,0,0,N
F,H,N,1158.206,2.69,7,75.473,8,0.252,2,FHN0010100,0,0,1,0,1,0,0,N
F,W,Y,943.393,2.656,7,83.269,3,0.811,1,FWY0010000,0,0,1,0,0,0,0,Y
F,W,N,1712.815,3.955,8,49.156,7,0.203,0,FWN0110000,0,1,1,0,0,0,0,N
F,O,N,869.1,3.633,9,35.0,1,0.924,3,FON0110011,0,1,1,0,0,1,1,N
M,W,N,943.992,1.992,1,48.352,9,0.142,3,MWN0000101,0,0,0,0,1,0,1,N
M,B,N,1393.23,1.351,0,91.041,2,0.484,1,MBN0000000,0,0,0,0,0,0,0,Y
F,A,N,1548.857,3.488,9,66.833,37,0.254,1,FAN0110100,0,1,1,0,1,0,0,Y
F,A,N,1529.098,2.505,0,70.33,2,0.061,1,FAN0000000,0,0,0,0,0,0,0,Y
F,W,Y,836.784,3.161,7,43.771,8,0.791,1,FWY0110100,0,1,1,0,1,0,0,N
M,A,N,1166.099,1.501,8,64.331,37,0.254,2,MAN0010100,0,0,1,0,1,0,0,Y
M,O,Y,1335.182,2.22,4,56.855,16,0.324,1,MOY0000100,0,0,0,0,1,0,0,Y
F,H,N,1111.61,2.606,5,107.145,8,0.155,0,FHN0011100,0,0,1,1,1,0,0,Y
F,H,N,1771.22,1.968,2,108.045,16,0.96,0,FHN0001110,0,0,0,1,1,1,0,N
F,W,N,1200.901,2.642,5,92.364,5,0.619,0,FWN0010000,0,0,1,0,0,0,0,Y
F,H,Y,1226.303,1.971,8,88.665,8,0.405,3,FHY0010101,0,0,1,0,1,0,1,Y
M,W,N,499.403,1.691,9,75.863,1,0.036,3,MWN0010001,0,0,1,0,0,0,1,N
F,O,N,1211.438,2.125,0,49.87,5,0.638,1,FON0000000,0,0,0,0,0,0,0,N
M,A,N,906.291,3.147,8,65.399,8,0.358,1,MAN0110100,0,1,1,0,1,0,0,Y
M,H,N,831.999,2.216,6,89.984,1,0.973,1,MHN0010010,0,0,1,0,0,1,0,N
M,W,N,677.957,1.547,1,60.598,7,0.066,3,MWN0000001,0,0,0,0,0,0,1,N
F,W,N,791.18,3.093,3,101.902,2,0.84,2,FWN0101000,0,1,0,1,0,0,0,Y
F,H,N,829.407,2.137,9,126.114,7,0.869,3,FHN0011001,0,0,1,1,0,0,1,Y
M,A,N,975.109,2.907,0,67.98,25,0.768,3,MAN0000101,0,0,0,0,1,0,1,N
F,W,N,1159.345,2.269,6,87.436,1,0.658,1,FWN0010000,0,0,1,0,0,0,0,N
M,W,Y,725.133,2.813,9,114.075,8,0.912,0,MWY0011110,0,0,1,1,1,1,0,Y
F,O,Y,1310.342,1.969,9,46.219,6,0.616,2,FOY0010000,0,0,1,0,0,0,0,Y
M,I,N,911.635,2.015,6,76.928,33,0.324,2,MIN0010100,0,0,1,0,1,0,0,N
F,W,Y,1078.6,2.296,8,72.218,8,0.987,2,FWY0010110,0,0,1,0,1,1,0,Y
F,H,Y,1459.785,2.748,2,108.774,1,0.58,2,FHY0001000,0,0,0,1,0,0,0,Y
F,O,N,1039.713,4.442,3,65.452,3,0.05,2,FON0100000,0,1,0,0,0,0,0,Y
M,W,N,1263.253,2.316,5,80.152,22,0.357,4,MWN0010101,0,0,1,0,1,0,1,Y
M,A,N,1079.557,2.147,6,59.367,8,0.401,1,MAN0010100,0,0,1,0,1,0,0,N
F,W,N,1188.684,2.713,0,64.962,3,0.18,0,FWN0000000,0,0,0,0,0,0,0,Y
M,H,Y,1220.433,2.478,3,111.003,2,0.579,0,MHY0001000,0,0,0,1,0,0,0,Y
M,A,N,1529.173,3.171,6,71.993,8,0.447,4,MAN0110101,0,1,1,0,1,0,1,N
M,A,Y,1025.138,1.688,6,78.482,6,0.907,0,MAY0010010,0,0,1,0,0,1,0,Y
F,I,N,1583.019,2.932,5,80.636,3,0.247,4,FIN0010001,0,0,1,0,0,0,1,Y
M,A,N,1163.008,2.175,0,81.164,3,0.046,3,MAN0000001,0,0,0,0,0,0,1,Y
F,W,N,861.664,2.25,2,85.602,4,0.589,3,FWN0000001,0,0,0,0,0,0,1,Y
F,A,N,1077.23,2.543,2,72.831,0,0.867,1,FAN0000000,0,0,0,0,0,0,0,N
F,W,N,1316.132,2.839,3,80.382,3,0.733,4,FWN0000001,0,0,0,0,0,0,1,Y
M,H,N,588.032,2.254,6,106.56,6,0.729,1,MHN0011000,0,0,1,1,0,0,0,Y
M,O,N,1014.547,1.814,6,54.416,4,0.64,4,MON0010001,0,0,1,0,0,0,1,Y
M,B,N,1114.806,2.065,2,78.248,8,0.674,2,MBN0000100,0,0,0,0,1,0,0,Y
M,O,Y,756.992,0.465,8,36.366,5,0.165,4,MOY0010001,0,0,1,0,0,0,1,Y
F,I,N,1367.004,2.238,4,94.899,3,0.278,2,FIN0000000,0,0,0,0,0,0,0,Y
M,B,N,980.419,1.361,5,86.794,1,0.873,0,MBN0010000,0,0,1,0,0,0,0,Y
F,O,N,1030.331,1.999,2,60.796,1,0.256,1,FON0000000,0,0,0,0,0,0,0,Y
F,I,Y,977.652,1.99,5,94.411,7,0.07,3,FIY0010001,0,0,1,0,0,0,1,N
M,A,Y,931.927,1.835,0,74.273,3,0.085,1,MAY0000000,0,0,0,0,0,0,0,N
F,A,N,940.834,3.091,5,66.277,3,0.131,2,FAN0110000,0,1,1,0,0,0,0,Y
M,W,Y,1298.5,1.9,1,75.268,24,0.972,0,MWY0000110,0,0,0,0,1,1,0,Y
M,O,N,1085.22,1.576,6,70.951,4,0.634,0,MON0010000,0,0,1,0,0,0,0,Y
M,W,N,1176.961,2.83,5,74.015,1,0.474,4,MWN0010001,0,0,1,0,0,0,1,Y
M,W,N,1035.483,1.511,2,75.871,0,0.302,0,MWN0000000,0,0,0,0,0,0,0,Y
F,W,N,1015.853,2.647,0,74.165,2,0.318,4,FWN0000001,0,0,0,0,0,0,1,Y
M,W,Y,874.147,2.624,6,92.858,8,0.98,3,MWY0010111,0,0,1,0,1,1,1,Y
F,B,N,1015.693,2.537,5,87.661,6,0.171,1,FBN0010000,0,0,1,0,0,0,0,Y
M,W,N,1079.768,3.047,0,146.139,2,0.304,4,MWN0101001,0,1,0,1,0,0,1,N
F,H,N,363.028,2.421,7,111.563,8,0.937,1,FHN0011110,0,0,1,1,1,1,0,Y
F,W,N,1869.617,3.007,9,75.067,0,0.008,3,FWN0110001,0,1,1,0,0,0,1,Y
M,A,N,1391.642,3.302,6,71.85,8,0.661,2,MAN0110100,0,1,1,0,1,0,0,Y
F,O,N,1352.556,2.73,1,72.351,7,0.777,2,FON0000000,0,0,0,0,0,0,0,Y
M,W,N,145.298,1.909,3,98.706,3,0.823,3,MWN0000001,0,0,0,0,0,0,1,N
F,A,N,1352.787,2.979,0,79.096,7,0.227,1,FAN0000000,0,0,0,0,0,0,0,Y
M,I,N,255.834,2.632,1,84.681,0,0.964,4,MIN0000011,0,0,0,0,0,1,1,Y
M,W,N,778.18,2.378,1,78.377,1,0.624,3,MWN0000001,0,0,0,0,0,0,1,Y
F,O,N,1404.643,2.733,5,72.991,5,0.762,3,FON0010001,0,0,1,0,0,0,1,Y
F,H,N,1700.152,2.917,6,89.006,9,0.678,1,FHN0010100,0,0,1,0,1,0,0,N
M,B,Y,1138.352,3.04,6,92.236,9,0.236,0,MBY0110100,0,1,1,0,1,0,0,Y
M,W,N,585.677,1.993,1,88.262,6,0.983,1,MWN0000010,0,0,0,0,0,1,0,Y
M,W,N,1236.315,2.221,4,56.623,0,0.641,1,MWN0000000,0,0,0,0,0,0,0,N
M,W,N,1307.437,0.99,4,82.606,23,0.915,1,MWN0000110,0,0,0,0,1,1,0,N
F,B,N,1066.85,2.591,7,88.802,2,0.675,3,FBN0010001,0,0,1,0,0,0,1,N
M,A,N,1485.243,2.307,2,70.312,7,0.348,2,MAN0000000,0,0,0,0,0,0,0,Y
M,A,N,848.359,2.993,7,61.28,6,0.299,2,MAN0010000,0,0,1,0,0,0,0,Y
F,W,N,1252.815,2.38,9,79.349,9,0.689,3,FWN0010101,0,0,1,0,1,0,1,N
F,B,N,806.561,2.243,0,98.899,4,0.281,0,FBN0000000,0,0,0,0,0,0,0,N
F,W,Y,1329.282,1.993,6,90.339,1,0.303,0,FWY0010000,0,0,1,0,0,0,0,Y
M,O,Y,1144.009,2.201,8,49.928,7,0.815,4,MOY0010001,0,0,1,0,0,0,1,N
F,H,N,1167.388,3.094,6,91.119,7,0.39,2,FHN0110000,0,1,1,0,0,0,0,N
M,W,N,826.593,1.829,8,64.143,2,0.317,0,MWN0010000,0,0,1,0,0,0,0,N
F,A,N,988.564,2.771,3,72.026,8,0.106,2,FAN0000100,0,0,0,0,1,0,0,Y
F,A,Y,555.694,3.776,8,67.579,4,0.718,2,FAY0110000,0,1,1,0,0,0,0,Y
M,A,N,935.814,0.982,0,67.081,1,0.133,1,MAN0000000,0,0,0,0,0,0,0,N
M,A,N,1250.576,1.639,7,65.124,6,0.913,0,MAN0010010,0,0,1,0,0,1,0,N
F,O,Y,1464.275,2.211,7,36.375,4,0.477,4,FOY0010001,0,0,1,0,0,0,1,N
M,B,N,1081.401,3.557,6,91.563,3,0.8,3,MBN0110001,0,1,1,0,0,0,1,Y
M,W,N,1108.093,1.506,4,88.407,3,0.694,1,MWN0000000,0,0,0,0,0,0,0,Y
F,A,N,1309.537,3.355,5,73.199,7,0.285,1,FAN0110000,0,1,1,0,0,0,0,N
M,H,N,743.437,2.76,9,104.617,4,0.968,2,MHN0011010,0,0,1,1,0,1,0,Y
M,I,N,664.58,1.342,7,99.016,7,0.079,2,MIN0010000,0,0,1,0,0,0,0,Y
M,I,N,813.516,1.956,4,82.062,7,0.429,1,MIN0000000,0,0,0,0,0,0,0,N
M,A,N,1592.392,1.442,9,69.057,15,0.791,0,MAN0010100,0,0,1,0,1,0,0,Y
M,O,N,509.368,2.766,3,51.648,2,0.694,3,MON0000001,0,0,0,0,0,0,1,Y
F,B,N,1386.18,2.77,7,95.203,2,0.92,1,FBN0010010,0,0,1,0,0,1,0,Y
M,W,N,904.544,2.146,1,49.207,29,0.414,3,MWN0000101,0,0,0,0,1,0,1,N
F,A,N,1037.509,1.887,5,68.416,3,0.799,3,FAN0010001,0,0,1,0,0,0,1,Y
F,W,N,949.947,2.683,2,60.088,8,0.085,1,FWN0000100,0,0,0,0,1,0,0,N
F,W,N,896.434,2.934,2,112.873,7,0.941,3,FWN0001011,0,0,0,1,0,1,1,N
F,W,N,1349.633,2.796,4,110.288,5,0.629,2,FWN0001000,0,0,0,1,0,0,0,Y
F,W,N,1094.703,2.623,2,68.343,4,0.179,3,FWN0000001,0,0,0,0,0,0,1,N
M,W,N,659.255,2.735,6,65.813,24,0.305,3,MWN0010101,0,0,1,0,1,0,1,Y
M,W,N,474.327,2.784,5,63.487,5,0.116,4,MWN0010001,0,0,1,0,0,0,1,N
M,W,N,1192.892,2.876,5,103.205,1,0.547,1,MWN0011000,0,0,1,1,0,0,0,N
M,W,N,940.149,1.282,9,113.537,6,0.554,4,MWN0011001,0,0,1,1,0,0,1,Y
M,W,N,538.569,0.838,7,77.359,5,0.207,3,MWN0010001,0,0,1,0,0,0,1,Y
M,O,N,1046.336,2.689,5,60.215,13,0.437,4,MON0010101,0,0,1,0,1,0,1,N
F,B,Y,813.489,2.28,7,83.687,1,0.729,3,FBY0010001,0,0,1,0,0,0,1,Y
F,O,N,1363.185,1.648,4,67.205,8,0.449,2,FON0000100,0,0,0,0,1,0,0,N
M,H,N,999.39,2.331,1,118.066,0,0.163,4,MHN0001001,0,0,0,1,0,0,1,Y
F,O,N,1128.018,2.134,3,39.66,0,0.296,2,FON0000000,0,0,0,0,0,0,0,N
M,O,N,1824.117,2.206,4,54.287,4,0.706,0,MON0000000,0,0,0,0,0,0,0,Y
M,B,N,1176.018,2.15,2,98.713,3,0.689,2,MBN0000000,0,0,0,0,0,0,0,N
M,H,N,584.546,2.489,8,93.453,0,0.475,0,MHN0010000,0,0,1,0,0,0,0,N
F,B,Y,722.707,3.139,8,82.609,2,0.389,0,FBY0110000,0,1,1,0,0,0,0,N
M,W,N,597.57,2.162,6,64.657,11,0.256,0,MWN0010100,0,0,1,0,1,0,0,Y
F,W,N,1569.605,1.987,4,104.073,2,0.704,0,FWN0001000,0,0,0,1,0,0,0,N
F,O,N,1497.183,3.154,4,44.162,9,0.933,1,FON0100110,0,1,0,0,1,1,0,Y
M,W,N,1461.751,1.86,2,57.878,8,0.003,2,MWN0000100,0,0,0,0,1,0,0,Y
F,W,N,1710.932,3.543,0,63.989,3,0.339,4,FWN0100001,0,1,0,0,0,0,1,N
M,A,Y,1047.966,2.107,3,73.269,3,0.405,1,MAY0000000,0,0,0,0,0,0,0,N
F,A,N,1354.212,1.671,0,62.971,8,0.655,4,FAN0000101,0,0,0,0,1,0,1,N
F,O,N,1415.707,2.265,5,72.111,4,0.798,4,FON0010001,0,0,1,0,0,0,1,Y
F,W,N,1270.484,1.976,5,52.097,5,0.665,1,FWN0010000,0,0,1,0,0,0,0,Y
F,H,N,1457.241,3.492,6,105.425,3,0.301,3,FHN0111001,0,1,1,1,0,0,1,Y
M,O,Y,643.119,2.428,0,71.455,8,0.057,2,MOY0000100,0,0,0,0,1,0,0,N
M,I,N,622.399,1.202,5,69.423,2,0.95,2,MIN0010010,0,0,1,0,0,1,0,N
M,W,N,1078.176,2.348,6,76.232,7,0.822,1,MWN0010000,0,0,1,0,0,0,0,Y
F,B,N,861.305,1.98,9,96.911,9,0.242,2,FBN0010100,0,0,1,0,1,0,0,Y
F,A,N,1370.868,2.472,3,65.332,14,0.514,0,FAN0000100,0,0,0,0,1,0,0,Y
F,W,N,1362.341,2.614,3,87.152,8,0.464,0,FWN0000100,0,0,0,0,1,0,0,Y
F,O,Y,1310.949,1.875,3,70.16,5,0.457,0,FOY0000000,0,0,0,0,0,0,0,Y
F,W,N,1310.252,1.542,6,68.219,5,0.244,4,FWN0010001,0,0,1,0,0,0,1,N
M,H,N,327.079,2.93,2,120.963,2,0.524,4,MHN0001001,0,0,0,1,0,0,1,Y
M,W,N,800.223,3.563,8,105.129,1,0.284,4,MWN0111001,0,1,1,1,0,0,1,N
F,A,N,1440.721,3.492,8,70.49,3,0.467,1,FAN0110000,0,1,1,0,0,0,0,N
F,A,N,785.373,2.676,1,73.333,9,0.984,1,FAN0000110,0,0,0,0,1,1,0,N
M,W,N,1314.124,3.057,0,61.286,0,0.223,3,MWN0100001,0,1,0,0,0,0,1,Y
F,W,N,771.544,2.7,8,69.38,9,0.143,3,FWN0010101,0,0,1,0,1,0,1,Y
M,W,Y,883.385,1.537,9,42.984,1,0.957,1,MWY0010010,0,0,1,0,0,1,0,N
M,O,Y,1091.669,2.204,2,62.266,2,0.282,1,MOY0000000,0,0,0,0,0,0,0,Y
M,W,Y,530.275,2.561,0,63.978,18,0.733,3,MWY0000101,0,0,0,0,1,0,1,Y
M,O,N,349.069,1.68,7,62.837,1,0.364,3,MON0010001,0,0,1,0,0,0,1,N
M,W,Y,1431.745,3.538,4,25.667,3,0.585,1,MWY0100000,0,1,0,0,0,0,0,N
F,W,N,749.917,3.331,9,101.395,4,0.665,4,FWN0111001,0,1,1,1,0,0,1,N
M,H,N,1255.349,2.53,1,83.298,19,0.337,0,MHN0000100,0,0,0,0,1,0,0,Y
M,W,N,1153.705,2.742,7,110.258,8,0.047,2,MWN0011100,0,0,1,1,1,0,0,Y
F,A,Y,1189.448,2.97,5,81.265,4,0.493,4,FAY0010001,0,0,1,0,0,0,1,Y
F,W,N,1156.74,2.756,8,97.538,6,0.202,1,FWN0010000,0,0,1,0,0,0,0,Y
F,O,Y,1097.397,2.235,5,50.564,9,0.982,0,FOY0010110,0,0,1,0,1,1,0,N
M,A,N,1461.384,2.365,4,74.703,1,0.425,2,MAN0000000,0,0,0,0,0,0,0,Y
M,W,N,1275.09,1.842,6,65.568,1,0.491,1,MWN0010000,0,0,1,0,0,0,0,Y
M,W,N,1017.355,2.56,3,109.524,3,0.56,3,MWN0001001,0,0,0,1,0,0,1,Y
M,H,N,1064.139,1.869,0,109.597,8,0.611,3,MHN0001101,0,0,0,1,1,0,1,N
M,I,Y,1058.837,2.7,4,64.385,6,0.452,2,MIY0000000,0,0,0,0,0,0,0,Y
F,W,N,1038.308,3.588,2,82.909,2,0.29,0,FWN0100000,0,1,0,0,0,0,0,N
M,B,N,517.306,1.524,2,90.053,10,0.452,4,MBN0000101,0,0,0,0,1,0,1,Y
M,W,Y,1142.639,2.535,2,64.121,1,0.844,1,MWY0000000,0,0,0,0,0,0,0,Y
M,A,N,1067.003,2.204,9,73.661,4,0.063,1,MAN0010000,0,0,1,0,0,0,0,N
M,A,N,1051.996,3.112,6,76.161,0,0.441,1,MAN0110000,0,1,1,0,0,0,0,N
F,O,N,1580.538,2.538,5,59.85,2,0.878,3,FON0010001,0,0,1,0,0,0,1,N
M,O,N,914.049,1.185,7,69.634,0,0.177,4,MON0010001,0,0,1,0,0,0,1,Y
F,W,N,1155.936,2.759,2,55.448,8,0.618,0,FWN0000100,0,0,0,0,1,0,0,N
M,O,N,1727.389,2.888,5,82.328,6,0.34,4,MON0010001,0,0,1,0,0,0,1,N
F,O,Y,1195.917,2.663,1,62.09,0,0.932,0,FOY0000010,0,0,0,0,0,1,0,Y
F,O,N,1169.408,1.749,1,49.547,9,0.545,1,FON0000100,0,0,0,0,1,0,0,N
F,O,N,1016.695,4.016,7,62.498,7,0.123,2,FON0110000,0,1,1,0,0,0,0,Y
M,W,N,758.855,2.79,8,73.645,7,0.797,0,MWN0010000,0,0,1,0,0,0,0,Y
M,W,N,979.14,1.435,2,103.353,9,0.268,3,MWN0001101,0,0,0,1,1,0,1,Y
F,A,N,1349.036,2.195,4,71.068,3,0.002,4,FAN0000001,0,0,0,0,0,0,1,Y
M,A,N,1598.855,2.817,3,72.844,7,0.884,1,MAN0000000,0,0,0,0,0,0,0,Y
M,H,N,1370.226,2.517,4,101.674,6,0.419,0,MHN0001000,0,0,0,1,0,0,0,Y
F,A,N,1194.867,2.716,1,80.071,7,0.513,2,FAN0000000,0,0,0,0,0,0,0,Y
M,B,N,1021.907,2.412,9,88.701,5,0.747,4,MBN0010001,0,0,1,0,0,0,1,Y
M,W,N,1373.159,3.382,2,100.133,5,0.334,2,MWN0101000,0,1,0,1,0,0,0,Y
M,W,N,837.151,2.166,3,86.458,3,0.337,0,MWN0000000,0,0,0,0,0,0,0,N
F,B,N,1356.054,3.126,9,91.16,5,0.392,3,FBN0110001,0,1,1,0,0,0,1,N
F,W,N,578.036,3.172,6,102.597,7,0.73,2,FWN0111000,0,1,1,1,0,0,0,N
F,W,N,1529.123,2.29,9,91.708,1,0.923,0,FWN0010010,0,0,1,0,0,1,0,N
M,W,N,1519.184,2.813,7,73.097,1,0.021,4,MWN0010001,0,0,1,0,0,0,1,N
F,I,Y,684.254,1.61,6,86.654,1,0.297,3,FIY0010001,0,0,1,0,0,0,1,N
F,H,N,893.073,2.272,8,101.892,0,0.735,0,FHN0011000,0,0,1,1,0,0,0,N
M,B,Y,517.743,2.268,5,86.37,2,0.279,1,MBY0010000,0,0,1,0,0,0,0,Y
M,H,Y,1209.011,2.414,3,97.812,5,0.01,3,MHY0000001,0,0,0,0,0,0,1,Y
F,A,N,1518.561,3.474,4,69.209,2,0.199,4,FAN0100001,0,1,0,0,0,0,1,N
F,A,N,1088.014,2.136,5,73.046,0,0.737,0,FAN0010000,0,0,1,0,0,0,0,Y
F,W,N,1400.927,1.671,7,77.263,3,0.643,1,FWN0010000,0,0,1,0,0,0,0,Y
F,I,N,924.057,2.405,4,83.51,3,0.129,2,FIN0000000,0,0,0,0,0,0,0,N
F,W,Y,1429.619,3.087,6,127.392,5,0.938,3,FWY0111011,0,1,1,1,0,1,1,Y
M,O,N,1190.376,1.632,0,68.928,2,0.269,4,MON0000001,0,0,0,0,0,0,1,Y
F,W,Y,1306.428,2.563,3,69.617,33,0.19,4,FWY0000101,0,0,0,0,1,0,1,Y
M,W,N,1225.148,2.015,7,71.645,25,0.964,2,MWN0010110,0,0,1,0,1,1,0,Y
M,W,N,899.855,1.474,2,53.556,0,0.556,1,MWN0000000,0,0,0,0,0,0,0,Y
M,A,N,844.081,2.615,9,73.566,2,0.808,3,MAN0010001,0,0,1,0,0,0,1,Y
F,O,N,1484.168,2.383,0,53.968,6,0.847,1,FON0000000,0,0,0,0,0,0,0,N
F,O,N,1266.816,2.384,5,75.023,9,0.86,0,FON0010100,0,0,1,0,1,0,0,N
M,W,N,966.088,2.236,4,53.756,30,0.128,1,MWN0000100,0,0,0,0,1,0,0,Y
F,A,N,1194.44,2.319,8,75.219,1,0.421,2,FAN0010000,0,0,1,0,0,0,0,Y
M,W,N,1164.226,1.738,8,66.065,6,0.572,3,MWN0010001,0,0,1,0,0,0,1,N
F,H,N,523.337,2.61,3,95.774,5,0.283,4,FHN0000001,0,0,0,0,0,0,1,Y
M,W,Y,1135.098,2.183,9,105.362,9,0.234,2,MWY0011100,0,0,1,1,1,0,0,Y
M,W,N,1285.012,2.43,4,53.834,6,0.718,0,MWN0000000,0,0,0,0,0,0,0,N
M,W,N,456.389,2.119,9,69.179,7,0.744,2,MWN0010000,0,0,1,0,0,0,0,Y
F,W,N,919.518,3.183,8,68.54,3,0.373,2,FWN0110000,0,1,1,0,0,0,0,N
M,H,N,993.519,3.134,7,106.467,1,0.5,4,MHN0111001,0,1,1,1,0,0,1,Y
M,W,N,1150.228,3.133,0,105.961,9,0.236,1,MWN0101100,0,1,0,1,1,0,0,N
F,O,N,772.236,2.277,8,81.37,3,0.189,3,FON0010001,0,0,1,0,0,0,1,Y
M,H,Y,1289.604,2.233,7,101.837,8,0.52,4,MHY0011101,0,0,1,1,1,0,1,Y
F,A,N,1136.301,1.893,1,61.804,1,0.462,0,FAN0000000,0,0,0,0,0,0,0,Y
M,A,N,700.821,2.532,2,69.752,2,0.281,3,MAN0000001,0,0,0,0,0,0,1,Y
M,H,Y,1137.995,2.242,7,90.806,0,0.859,1,MHY0010000,0,0,1,0,0,0,0,N
M,W,N,1438.647,2.871,7,111.056,3,0.614,2,MWN0011000,0,0,1,1,0,0,0,N
M,W,N,711.309,2.234,9,78.2,6,0.215,1,MWN0010000,0,0,1,0,0,0,0,Y
F,W,N,1224.66,2.037,9,79.182,2,0.462,4,FWN0010001,0,0,1,0,0,0,1,N
M,W,N,1217.63,2.677,9,93.85,5,0.101,3,MWN0010001,0,0,1,0,0,0,1,Y
F,A,Y,934.65,3.548,6,79.387,0,0.636,4,FAY0110001,0,1,1,0,0,0,1,N
M,B,N,661.609,2.62,0,93.123,4,0.549,0,MBN0000000,0,0,0,0,0,0,0,N
M,A,N,972.845,1.302,1,67.513,25,0.253,1,MAN0000100,0,0,0,0,1,0,0,N
M,H,N,1634.912,3.206,0,83.258,4,0.277,0,MHN0100000,0,1,0,0,0,0,0,Y
F,W,N,1367.097,1.954,0,81.337,6,0.788,3,FWN0000001,0,0,0,0,0,0,1,Y
M,A,N,1130.737,2.815,1,65.466,2,0.665,0,MAN0000000,0,0,0,0,0,0,0,N
F,A,Y,1238.261,2.825,6,71.323,0,0.626,3,FAY0010001,0,0,1,0,0,0,1,N
F,B,Y,1088.175,3.026,0,85.338,0,0.249,1,FBY0100000,0,1,0,0,0,0,0,Y
F,O,N,748.555,3.584,2,69.268,6,0.979,2,FON0100010,0,1,0,0,0,1,0,N
M,O,Y,723.499,2.43,6,58.834,6,0.78,4,MOY0010001,0,0,1,0,0,0,1,Y
F,W,N,2000.796,2.611,7,78.713,3,0.022,3,FWN1010001,1,0,1,0,0,0,1,N
F,W,N,1758.632,2.272,8,97.39,3,0.104,4,FWN0010001,0,0,1,0,0,0,1,N
F,B,N,1210.203,3.553,4,94.798,3,0.013,2,FBN0100000,0,1,0,0,0,0,0,Y
M,O,N,910.11,1.655,0,57.128,3,0.346,2,MON0000000,0,0,0,0,0,0,0,Y
F,H,N,1250.573,2.145,6,110.429,7,0.985,3,FHN0011011,0,0,1,1,0,1,1,N
F,A,N,1187.773,2.223,0,73.008,4,0.562,3,FAN0000001,0,0,0,0,0,0,1,N
F,W,N,1267.016,2.296,6,90.962,9,0.912,2,FWN0010110,0,0,1,0,1,1,0,N
M,A,N,479.841,1.896,9,65.379,8,0.779,2,MAN0010100,0,0,1,0,1,0,0,Y
F,B,N,1325.793,4.087,1,88.558,3,0.931,4,FBN0100011,0,1,0,0,0,1,1,N
